+49 991 2703020,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/b-plus-mobile-control-gmbh.html,,services@b-plus.com,Address,Braunkabel GmbH,Uferstr. 24-30,73630,Remshalden,Germany
+49 7151 979340,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/braunkabel-gmbh.html,http://www.braunkabel.de,info@braunkabel.de,Address,B&R Industrie-Elektronik GmbH,Am Weidenring 56,61352,Bad Homburg,Germany,Fax,+49 6172 457790
+49 6172 40190,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/br-industrie-elektronik-gmbh.html,http://www.br-automation.com,office.de@br-automation.com
None,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/brinkmann-electronic-berlin-gmbh.html,None,None,Address,Bruno Dietze GmbH & Co. KG,Creidlitzer Str. 10,96450,Coburg,Germany
+49 9561 81320,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bruno-dietze-gmbh--co-kg.html,http://www.dietzegroup.com,info@dietzegroup.com,Address,Bühler Motor GmbH,Anne-Frank-Str. 33-35,90459,Nürnberg,Germany,Fax,+49 911 454626
+49 911 45040,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/buehler-motor-gmbh.html,http://www.buehlermotor.de,info@buehlermotor.com,Address,Bundesamt für Sicherheit in der Informationstechnik,Godesberger Allee 185-189,53175,Bonn,Germany
+49 228 9995820,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bundesamt-fuer-sicherheit-in-der-informationstechnik.html,http://www.bsi.bund.de,bsi@bsi.bund.de,Address,Alexander Bürkle GmbH & Co. KG,Am Sportplatz 2,79364,Malterdingen,Germany,Fax,+49 761 5106990
+49 761 51060,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/alexander-buerkle-gmbh--co-kg.html,http://www.alexander-buerkle.com,info@alexander-buerkle.de,Address,ByK Bayern Kabel GmbH,Wilhelm-Sedlbauer-Str. 10,94481,Grafenau,Germany,Fax,+49 8552 963620
+49 8552 96360,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/byk-bayern-kabel-gmbh.html,http://www.bayernkabel.de,info@bayernkabel.de,Address,CADCABEL GmbH Verdrahtungssysteme,Halle-Kasseler-Str.,37318,Hohengandern,Germany,Fax,+49 36081 666222
+49 36081 6660,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cadcabel-gmbh-verdrahtungssysteme.html,http://www.cadcabel.com,info@cadcabel.com,Address,CaderaDesign GmbH,Frankfurter Str. 87,97082,Würzburg,Germany,Fax,+49 931 4606633
+49 931 460660,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/caderadesign-gmbh.html,http://www.caderadesign.de,info@caderadesign.de,Address,CAE Expert Group GmbH,Schlesische Str. 114,94315,Straubing,Germany
+49 9421 1850260,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cae-expert-group-gmbh.html,http://www.caeexpert.group,office-straubing@caeexpert.group,Address,Cambridge Integrated Circuits Ltd,Sedley Taylor Road 21,CB2 8PW,Cambridge,Great Britain and Northern Ireland,Fax,+44 1223 413500
+44 1223 413500,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cambridge-integrated-circuits-ltd.html,http://www.cambridgeic.com,info@cambridgeic.com,Address,CAN in Automation (CiA) e.V.,Kontumazgarten 3,90429,Nürnberg,Germany,Fax,+49 911 92881979
+49 911 9288190,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/can-in-automation-cia-ev.html,http://www.can-cia.org,headquarters@can-cia.org,Address,Cantoni Motor S.A.,Ul. 3 Maja 28,43-400,Cieszyn,Poland,Fax,+48 33 813 87 01
+48 33 813 87 00,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cantoni-motor-sa.html,http://www.cantonigroup.com,motor@cantonigroup.com,Address,cbb-software GmbH,Isaac-Newton-Str.,23562,Lübeck,Germany,Fax,+49 451 3977129
+49 451 39771130,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cbb-software-gmbh.html,http://www.cbb.de,info@cbb.de,Address,CC-Link Partner Association Europe,,40832,Ratingen,Germany,Fax,+49 2102 5329740
+49 2102 4867988,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cc-link-partner-association-europe.html,http://eu.cc-link.org,partners@eu.cc-link.org,Address,cedalo GmBH,Schnewlinstr. 6,79098,Freiburg im Breisgau,Germany
+49 761 42963250,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cedalo-ag.html,http://www.cedalo.com,info@cedalo.com,Address,Celera Motion A Novanta Company,Middlesex Turnpike 125,01730,Bedford,United States
+1 781-266-5200,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/celera-motion-a-novanta-company.html,http://www.celeramotion.com,innovation@celeramotion.com,Address,CELPIA AB,,79335,Leksand,Sweden
+46 247 22 85 00,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/celpia-ab.html,http://www.celpia.com,info@celpia.com,Address,Cembre S.p.A.,Via Serenissima 9,25135,Brescia,Italy,Fax,+39 030 235 0003
+39 030 369 2313,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cembre-spa.html,http://www.cembre.com,info@cembre.com,Address,CENIT AG,Industriestr. 52-54,70565,Stuttgart,Germany,Fax,+49 711 78254000
+49 711 782530,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cenit-ag.html,http://www.cenit.de,info@cenit.de,Address,Chauvin Arnoux GmbH,Ohmstr. 1,77694,Kehl,Germany,Fax,+49 7851 992660
+49 7851 99260,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/chauvin-arnoux-gmbh.html,http://www.chauvin-arnoux.de,info@chauvin-arnoux.de,Address,Chips 4 Light GmbH,Am Kühlen Kasten 8,93161,Sinzing,Germany,Fax,+49 9404 6413329
+49 9404 641330,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/chips-4-light-gmbh.html,http://www.chips4light.com,info@chips4light.com,Address,Christ Electronic Systems,Alpenstraße 34,87700,Memmingen,Germany,Fax,08331 837199
08331 83710,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/christ-electronic-systems-gmbh.html,http://www.christ-es.com,info@christ-es.de,Address,CIDEON Software & Services GmbH & Co. KG,Lochhamer Schlag 11,82166,Gräfelfing,Germany,Fax,+49 89 909003250
+49 89 9090030,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cideon-software--services-gmbh--co-kg.html,http://www.cideon.de,info@cideon.com,Address,cm creativ management AG,Schwarzach 16,95336,Mainleus,Germany,Fax,+49 9229 9734591
+49 9229 9734590,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cm-creativ-management-ag.html,http://www.mechatronik.info,mechatronik@creativ-ag.de,Address,CM Manufactory GmbH,Otto-Hahn-Strasse 3,72406,Bisingen,Germany,Fax,+49 7476 9495195
+49 7476 9495100,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cm-manufactory-gmbh.html,http://www.cm-gruppe.eu,info@cm-gruppe.eu,Address,CODESYS GmbH A member of the CODESYS Group,Memminger Str. 151,87439,Kempten,Germany
+49 831 540310,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/codesys-gmbh-a-member-of-the-codesys-group.html,http://www.codesys.com,info@codesys.com,Address,codestryke GmbH,Jahnstr.,89168,Niederstotzingen,Germany
+49 211 97634129,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/codestryke-gmbh.html,http://www.codestryke.com,info@codestryke.com,Address,COFFEE GmbH,In der Werr 11,35719,Angelburg,Germany,Fax,+49 2777 811812
+49 2777 81180,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/coffee-gmbh.html,https://www.coffee.de,info@coffee.de,Address,Comepi srl,Via Novarino 9/L,23899,Robbiate,Italy
+39 039 990 6408,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/comepi-srl.html,http://www.comepi.eu,comepi@comepi.it,Address,COMER S.r.l.,Via Oroboni 26-28,27029,Vigevano,Italy,Fax,+39 0381 42662
+39 0381 42661,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/comer-srl.html,http://www.comergroup.it,info@comergroup.it,Address,comtac AG,Allenwindenstr. 1,8247,Flurlingen,Switzerland,Fax,+41 52 647 30 50
+41 52 647 30 30,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/comtac-ag.html,http://www.comtac.ch,marketing@comtac.ch,Address,ConCab kabel gmbh,Am Moosbach 7-9,74535,Mainhardt,Germany,Fax,+49 7903 915588
+49 7903 91550,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/concab-kabel-gmbh.html,http://www.concab.de,info@concab.de,Address,Concens A/S,Oddesundvej 1,6715,Esbjerg N,Denmark,Fax,+45 76 10 50 10
+45 70 11 11 31,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/concens-as.html,http://www.concens.com,info@concens.com,Address,Conductix-Wampfler GmbH,Rheinstr. 27,79576,Weil am Rhein,Germany,Fax,+49 7621 662144
+49 7621 6620,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/conductix-wampfler-gmbh.html,http://www.conductix.de,info.de@conductix.com,Address,CONEC Elektronische Bauelemente GmbH,Ostenfeldmark 16,59557,Lippstadt,Germany,Fax,+49 2941 76565
+49 2941 7650,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/conec-elektronische-bauelemente-gmbh.html,http://www.conec.com,info@conec.de,Address,Cone Drive Operations,240 E. 12th Street,49684,Traverse City,United States
+1 888-994-2663,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cone-drive-operations.html,http://www.conedrive.com,marketing@condrive.com,Address,CONTROLLINO GmbH,Dr.-Franz-Werner-Str. 32,6020,Innsbruck,Austria
+43 512 384008,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/controllino-gmbh.html,http://www.controllino.com,info@controllino.com,Address,Connectwell Industries Pvt. Ltd.,"D-7, Phase II, M.I.D.C.",421204,Dombivli,India,Fax,+91 251 398 0700
+91 251 398 0600,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/connectwell-industries-pvt-ltd.html,http://www.connectwell.com,connect@connectwell.com,Address,CONTA-CLIP Verbindungstechnik GmbH,Otto-Hahn-Str. 7,33161,Hövelhof,Germany,Fax,+49 5257 983333
+49 5257 98330,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/conta-clip-verbindungstechnik-gmbh.html,http://www.conta-clip.de,info@conta-clip.de,Address,CONTACT Software GmbH,Wiener Str. 1-3,28359,Bremen,Germany,Fax,+49 421 2015341
+49 421 201530,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/contact-software-gmbh.html,http://www.contact-software.com,info@contact-software.com,Address,Contrinex Sensor GmbH,Friedrich-List-Str. 44,70771,Leinfelden-Echterdingen,Germany,Fax,+49 711 22098811
+49 711 2209880,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/contrinex-sensor-gmbh.html,http://www.contrinex.de,info@contrinex.de,Address,COPA-DATA GmbH,Haidgraben,85521,Ottobrunn,Germany
+49 89 66029890,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ing-punzenberger-copa-data-gmbh.html,http://www.copadata.com,info@copadata.de,Address,Copley Controls Corp. Division of Analogic Corporation,Dan Road 20,02021,Canton,United States
+1 781-828-8090,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/copley-controls-corp-division-of-analogic-corporation.html,http://www.copleycontrols.com,wordpress@copleycontrols.com,Address,CoreTigo,Giborey Israel,4250405,Netanya,Israel
+972 74-769-1020,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/coretigo-ltd.html,http://www.coretigo.com,info@coretigo.com,Address,Coroplast Fritz Müller GmbH & Co. KG,Wittener Str. 271,42279,Wuppertal,Germany,Fax,+49 202 2681375
+49 202 26810,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/coroplast-fritz-mueller-gmbh--co-kg.html,http://www.coroplast.de,coroplast@coroplast.de,Address,Corrada S.p.A.,Via Michelangelo Buonarroti 8,20020,Lainate,Italy,Fax,+39 02 9357 0561
+39 02 931 7981,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/corrada-spa.html,http://www.euro-group.it,corrada@corrada.it,Address,cpc Europa GmbH,Industriepark 314,78244,Gottmadingen,Germany,Fax,+49 7731 5913028
+49 7731 5913038,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cpc-europa-gmbh.html,http://www.cpc-europa.de,info@cpc-europa.de,Address,"CREVIS CO.,. LTD","29-4, Gigok-ro, Giheung-gu,",17099,"Yongin-si, Gyeonggi-do","Korea, the Republic of (South)",Fax,+82 31-899-4515
+82 31-899-4599,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/crevis-co-ltd.html,http://www.crevis.co.kr,ydsong@crevis.co.rk,Address,CS INSTRUMENTS GmbH & Co. KG,Zindelsteiner Str. 15,78052,VS-Tannheim,Germany,Fax,+49 7705 9789920
+49 7705 978990,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cs-instruments-gmbh--co-kg.html,http://www.cs-instruments.com,info@cs-instruments.com,Address,Cyltronic AG,Technoparkstr. 2,8406,Winterthur,Switzerland
+41 52 551 23 10,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cyltronic-ag.html,http://www.cyltronic.ch,info@cyltronic.ch,Address,DAGU SRL,Strada Saviabona 264 A/B,36100,Vicenza,Italy,Fax,+39 0444 510393
+39 0444 304913,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dagu-srl.html,http://www.dagu.it,dagu@dagu.it,Address,Danotherm Electric A/S,Maarkaervej 1 - 3,2630,Taastrup,Denmark,Fax,+49 6171 887719
+45 36 73 22 22,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/danotherm-electric-as.html,http://www.danotherm.com,danotherm@danotherm.dk,Address,Dassault Systemes Deutschland GmbH,Meitnerstr. 8,70563,Stuttgart,Germany,Fax,+49 711 23700599
+49 711 273000,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dassault-systemes-deutschland-gmbh.html,http://www.solidworks.de,info.deutschland@3ds.com,Address,dataTec AG,Ferdinand-Lassalle-Str. 52,72770,Reutlingen,Germany,Fax,07121/ 51 50 10
07121/ 51 50 50,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/datatec-ag.html,http://www.datatec.eu,info@datatec.eu,Address,Datalogic S.r.l. Niederlassung Central Europe,Robert-Bosch-Str. 23,63225,Langen (Hessen),Germany,Fax,+49 7023 7453129
+49 6103 99713000,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/datalogic-srl-niederlassung-central-europe.html,http://www.datalogic.com,marketing.de@datalogic.com,Address,dataPartner s.r.o.,Senovazne namesti 241/15,37001,Ceske Budejovice,Czech Republic
+420 0380420111,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/datapartner-sro.html,http://www.datapartner.eu,sales@datapartner.eu,Address,Datasensing S.r.l.,Strada S. Caterina 235,41122,Modena,Italy
+39 059 420411,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/datasensing-srl.html,https://www.datasensing.com/,info@datasensing.com,Address,DELTA LINE SA,Via Prè d'là,6814,Lamone,Switzerland,Fax,+41 91 612 85 19
+41 91 612 85 00,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/delta-line-sa.html,http://www.delta-line.com,info@delta-line.com,Address,DETAS S.p.A.,Via Treponti 29,25086,Rezzato,Italy,Fax,+39 030 279 2864
+39 030 259 4120,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/detas-spa.html,http://www.detas.com/,info@detas.com,Address,Deuta-Werke GmbH,Paffrather Str. 140,51465,Bergisch Gladbach,Germany,Fax,+49 2202 28559145
+49 2202 958100,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/deuta-werke-gmbh.html,http://www.deuta.de,support@deuta.de,Address,Deutronic Elektronik GmbH,Deutronicstraße 5,84166,Adlkofen,Germany
+49 8707 9200,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/deutronic-elektronik-gmbh.html,http://www.deutronic.com,sales@deutronic.com,Address,Deutscher Fachverlag GmbH,Mainzer Landstr. 251,60326,Frankfurt am Main,Germany,Fax,+49 69 75952999
+49 69 759501,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/deutscher-fachverlag-gmbh.html,http://www.dfv.de,info@dfv.de,Address,Deutschmann Automation GmbH & Co. KG,Carl-Zeiss-Str. 8,65520,Bad Camberg,Germany,Fax,+49 6434 943340
+49 6434 94330,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/deutschmann-automation-gmbh--co-kg.html,http://www.deutschmann.de,info@deutschmann.de,Address,Device Insight GmbH,Willy-Brandt-Platz 6,81829,München,Germany,Fax,+49 89 454544866
+49 89 45454480,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/device-insight-gmbh.html,http://www.device-insight.com,info@device-insight.com,Address,deZem GmbH,Wilmersdorfer Straße 60,10627,Berlin,Germany
+49 30 31800730,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dezem-gmbh.html,http://www.dezem.de,contact@dezem.de,Address,DIANA Electronic-Systeme GmbH,Siemensstr. 2,71409,Schwaikheim,Germany,Fax,+49 7195 9770719
+49 7195 977070,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/diana-electronic-systeme-gmbh.html,https://diana-leuchten.de,info@dianaelectronic.de,Address,DI-MA di Pellegrino Diego,Via Caravaggio 6,35020,Albignasego,Italy
+39 0348 590 0762,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/di-ma-di-pellegrino-diego.html,http://www.dima-motion.com,info@dima-motiom.com,Address,"Dinel, s.r.o.",U. Tescomy 249,76001,Zlin,Czech Republic,Fax,+420 0577002001
+420 0577002003,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dinel-sro.html,http://www.dinel.cz,sale@dinel.cz,Address,"Dinkle Enterprise CO., LTD.",Wuquan 2nd Rd. No. 19,24890,New Taipei City,Taiwan
+886 2 8069 9000,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dinkle-enterprise-co-ltd.html,http://www.dinkle.com,service@dinkle.com,Address,Doepke Schaltgeräte GmbH,Stellmacherstraße 11,26506,Norden,Germany,Fax,+49 4931 1806101
+49 4931 18060,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/doepke-schaltgeraete-gmbh.html,http://www.doepke.de,info@doepke.de,Address,E. Dold & Söhne GmbH & Co. KG,Bregstr. 18,78120,Furtwangen im Schwarzwald,Germany,Fax,+49 7723 654356
+49 7723 6540,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/e-dold--soehne-gmbh--co-kg.html,http://www.dold.com,dold-relays@dold.com,Address,Dr. Neumann Peltier-Technik GmbH,Gautinger Str. 45,82061,Neuried,Germany,Fax,+49 89 724815029
+49 89 72481500,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dr-neumann-peltier-technik-gmbh.html,http://www.dr.neumann-peltier.de,info@dr.neumann-peltier.de,Address,Paul Druseidt Elektrotechnische Spezialfabrik GmbH & Co. KG,Neuenkamper Str. 105,42855,Remscheid,Germany,Fax,+49 2191 9352150
+49 2191 93520,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/paul-druseidt-elektrotechnische-spezialfabrik-gmbh--co-kg.html,http://www.druseidt.de,info@druseidt.de,Address,Dunkermotoren GmbH,Allmendstr. 11,79848,Bonndorf im Schwarzwald,Germany,Fax,+49 7703 930210
+49 7703 9300,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dunkermotoren-gmbh.html,http://www.dunkermotoren.de,info@dunkermotoren.de,Address,Dynamic E Flow GmbH,Martinshof 3,83626,Valley,Germany
+49 8024 4704730,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/dynamic-e-flow-gmbh.html,http://www.dynamiceflow.com,office@dynamiceflow.com,Address,e+a Elektromaschinen und Antriebe AG,Bachstrasse 10,4313,Möhlin,Switzerland,Fax,+41 61 855 92 99
+41 61 855 92 92,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ea-elektromaschinen-und-antriebe-ag.html,http://www.eunda.ch,info@eunda.ch,Address,A. Eberle GmbH & Co. KG,Frankenstr. 160,90461,Nürnberg,Germany,Fax,+49 911 62810899
+49 911 6281080,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/a-eberle-gmbh--co-kg.html,http://www.a-eberle.de,info@a-eberle.de,Address,ebm-papst Gruppe,Bachmühle 2,74673,Mulfingen,Germany,Fax,+49 7938 81110
+49 7938 810,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ebm-papst-mulfingen-gmbh--co-kg.html,http://www.ebmpapst.com,info1@de.ebmpapst.com,Address,EBRO ARMATUREN Gebr. Bröer GmbH,Karlstr.,58135,Hagen,Germany,Fax,+49 2331 904111
+49 2331 9040,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ebro-armaturen-gebr-broeer-gmbh.html,http://www.ebro-armaturen.com,post@ebro-armaturen.com,Address,EBV Elektronik GmbH & Co. KG,Wilhelmstr. 1,59439,Holzwickede,Germany
+49 2301 943900,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ebv-elektronik-gmbh--co-kg.html,http://www.avnet-abacus.eu,muenchen@avnet.eu,Address,Eckelmann AG,Berliner Str. 161,65205,Wiesbaden,Germany,Fax,+49 611 7103133
+49 611 71030,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/eckelmann-ag.html,http://www.eckelmann.de,info@eckelmann.de,Address,ECLASS e.V.,Konrad-Adenauer-Ufer 21,50668,Köln,Germany
+49 221 4981811,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/eclass-ev.html,http://www.eclass.eu,info@eclass.de,Address,ecom instruments GmbH,Industriestr. 2,97959,Assamstadt,Germany,Fax,+49 6294 4224100
+49 6294 42240,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ecom-instruments-gmbh.html,http://www.ecom-ex.com,sales@ecom-ex.com,Address,ectacom GmbH,Friedrich-Bergius-Str. 12,85662,Hohenbrunn,Germany,Fax,+49 8102 8952100
+49 8102 89520,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ectacom-gmbh.html,http://ww.ectacom.com,info@ectacom.com,Address,Edition Professionell,Im Ried 4,79429,Malsburg-Marzell,Germany
+49 7626 977410,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/edition-professionell.html,,rolf-albrecht@ed-pro.de,Address,Editrice EDF Trend S.r.l. EDF Trend S.r.l.,Corso del Popolo 42,31100,Treviso,Italy,Fax,+39 0422 591736
+39 0422 549305,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/editrice-edf-trend-srl-edf-trend-srl.html,http://www.tecnalimentaria.it,info@tecnalimentaria.it,Address,Editrice Zeus SAS,Via Cesare Cantú 16,20831,Seregno (MB),Italy,Fax,+39 0362 244186
+39 0362 244182,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/editrice-zeus-sas.html,http://www.editricezeus.com,info@editricezeus.com,Address,E+E Elektronik Ges.m.b.H.,Langwiesen 7,4209,Engerwitzdorf,Austria,Fax,+43 7235 6058
+43 7235 6050,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ee-elektronik-gesmbh.html,http://www.epluse.com,info@epluse.com,Address,Electro Static Technology Inc.,Winterbrook Road 31,04256,Mechanic Falls,United States,Fax,+1 207-998-5143
+1 207-998-5140,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/electro-static-technology-inc.html,http://www.est-aegis.com,sales@est-aegis.com,Address,Elektra Elektronik San. ve Tic. A.S.,Akcaburgaz Mah. 3137 Sokak No:1,34522,Esenyurt/ISTANBUL,Türkiye,Fax,+90 212 886 97 85
+90 212 886 20 80,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elektra-elektronik-san-ve-tic-as.html,http://www.elektra.com.tr,elektra@elektra.com.tr,Address,Elektrosil GmbH,Ruhrstr. 53,22761,Hamburg,Germany,Fax,+49 40 844050
+49 40 8400010,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elektrosil-gmbh.html,http://www.elektrosil.com,info@elektrosil.com,Address,ELESTA GmbH,Heuteilstr. 18,7310,Bad Ragaz,Switzerland
+41 81 303 54 00,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elesta-gmbh.html,http://www.elesta-gmbh.com,admin@elesta-gmbh.com,Address,ELGO ELECTRONIC GmbH & Co. KG,Carl-Benz-Str. 1,78239,Rielasingen,Germany,Fax,+49 7731 28803
+49 7731 93390,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elgo-electronic-gmbh--co-kg.html,http://www.elgo.de,info@elgo.de,Address,Elite Robots Deutschland GmbH,Hersbrucker Weg 5,85290,Geisenfeld,Germany
+49 8452 7330091,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elite-robots-deutschland-gmbh.html,,info@eliterobots.de,Address,ella Verlag und Medien GmbH,Emil-Hoffmann-Straße 55-59,50996,Köln,Germany,Fax,+49 2236 848824
+49 221 84880,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ella-verlag-und-medien-gmbh.html,http://www.ella-verlag.de,office@ella-verlag.com,Address,Elmo Motion Control GmbH,Walter-Oehmichen-Str. 20,68519,Viernheim,Germany
+49 6204 789370,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elmo-motion-control-gmbh.html,http://www.elmomc.com,info-de@elmomc.com,Address,elobau GmbH & Co. KG,Zeppelinstr. 44,88299,Leutkirch im Allgäu,Germany,Fax,+49 7561 970100
+49 7561 9700,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elobau-gmbh--co-kg.html,http://www.elobau.com,info@elobau.de,Address,ELRA Antriebstechnik Vertriebs Ges.m.b.H,Elra Weg 1,7093,Jois,Austria
+43 2160 71211,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elra-antriebstechnik-vertriebs-gesmbh.html,http://www.elra.at,info@elra.at,Address,Elsim Commerce LTD,Vladislav Varnenchik Boulevard 281,9009,Varna,Bulgaria
+359 52 730 794,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elsim-commerce-ltd.html,http://www.elsim.net,office@elsim.net,Address,ELSPRO Elektrotechnik GmbH & Co. KG,Kleinhülsen 47,40721,Hilden,Germany,Fax,+49 2103 971080
+49 2103 971010,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elspro-elektrotechnik-gmbh--co-kg.html,http://www.elspro.de,info@elspro.de,Address,elunic AG,Erika-Mann-Str. 23,80636,München,Germany
+49 89 416173730,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/elunic-ag.html,http://www.elunic.com,info@elunic.com,Address,embedded data GmbH,Am Kleinbahnhof 11-12,66740 Saarlouis,,Germany
+49 6831 1260040,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/embedded-data-gmbh.html,http://www.embedded-data.de,info@embedded-data.de
None,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/embedded-ocean-gmbh.html,None,None
